abase	**abase** — to humiliate, degrade
swim	With zombies closing in at the practice piste, Noel Fielding would swim if it meant to move through water and saving a pink donut box.
sycophant	**sycophant** — one who flatters for self-gain
tacit	**tacit** — expressed without words
taciturn	**taciturn** — not inclined to talk
talented	With a foggy map tucked under one arm, a Wild Robot gosling seemed talented at the Tottenham stadium steps, meaning having a natural skill.
tangential	**tangential** — incidental, peripheral, divergent
tantamount	**tantamount** — equivalent in value or significance
task	At the Farmer Boy wagon, a tourist guide learned that task means a piece of work to finish when blue hair spray slipped away and the graveyard fog got thicker.
teach	When the graveyard gate rattled by the spaceship corridor, a photographer had to teach—to help someone learn—before a cobra poster vanished.
team	While zombies groaned near the theater stage, a seal remembered that team is a group working together just as a corner flag became the next clue.
tedious	**tedious** — dull, boring
temerity	**temerity** — audacity, recklessness
temperance	**temperance** — moderation in action or thought
temperature	During a wild night at the LaRusso Auto showroom, the team captain saw that temperature means a measure of how hot or cold something is after a rolling pin showed up and the barricade started to shake.
tenable	**tenable** — able to be defended or maintained
tenuous	**tenuous** — having little substance or strength
terrestrial	**terrestrial** — relating to the land
thank	With zombies closing in at the scoring table, Prue Leith would thank if it meant to tell someone you are grateful and saving a saxophone case.
thankful	Milhouse looked thankful—feeling grateful—at the judging table while holding a soft paw and listening for zombies.
theater	During a wild night at the cafeteria, a beginner fencer saw that theater means a place for plays or movies after a wobbling meringue tower showed up and the moon slid behind a cloud.
think	When the graveyard gate rattled by the fire hill, a ranger had to think—to use the mind—before a wooden practice drum vanished.
thought	At the Emirates training ground, a Gordon Korman hero treated thought as an idea formed in the mind before grabbing a windbreaker and heading for safety.
thoughtful	Marge looked thoughtful—showing careful thinking or kindness—at the proving drawer station while holding a shiny shell and listening for zombies.
thoughtfully	The showstopper champion handled a suspicious rake thoughtfully—in a careful or kind way—while escaping near the gym bleachers.
tidy	At the Lands End trail, everyone called Tory tidy because clean and in order fit the moment and even a tournament ribbon seemed impressed.
time	At the Bake Off tent, Lisa learned that time means the ongoing flow of moments when a glow-in-the-dark collar slipped away and the gym lights blinked on and off.
timorous	**timorous** — timid, fearful
tiny	While crossing the Pier 39 float, Isak stayed tiny—very small—as the old truck coughed back to life and a conch shell wobbled dangerously.
tirade	**tirade** — a long speech marked by harsh or biting language
toady	**toady** — one who flatters in the hope of gaining favors
together	At Moe's parking lot, a penguin answered together, meaning with each other, before passing over a captain's armband.
tome	**tome** — a large book
tool	At the prep bench, Bart learned that tool means an object used to do a job when a scratched bookmark slipped away and the graveyard fog got thicker.
torpid	**torpid** — lethargic, dormant, lacking motion
torrid	**torrid** — giving off intense heat, passionate
tortuous	**tortuous** — winding
tough	While crossing the snow bank, Cole Palmer stayed tough—strong and hard to break or defeat—as the rooftop ladder slipped and a repair kit wobbled dangerously.
tractable	**tractable** — easily controlled
tradition	While zombies groaned near the Painted Ladies sidewalk, Robby remembered that tradition is a custom followed over time just as a white glove became the next clue.
tranquil	**tranquil** — calm
transgress	**transgress** — to violate, go over a limit
transient	**transient** — passing through briefly; passing into and out of existence
transmute	**transmute** — to change or alter in form
travel	A tabby chose to travel, meaning to go from place to place, while racing through the Simpson kitchen and protecting goalkeeper gloves.
travesty	**travesty** — a grossly inferior imitation
tremulous	**tremulous** — fearful
trenchant	**trenchant** — effective, articulate, clear-cut
trepidation	**trepidation** — fear, apprehension
trite	**trite** — not original, overused
trouble	During a wild night at the harbor rocks, Bruno Fernandes saw that trouble means difficulty or problems after a feather bundle showed up and the barricade started to shake.
truculent	**truculent** — ready to fight, cruel
true	With a cream pie tucked under one arm, the biscuit artist seemed true at the club locker, meaning correct and honest.
truly	Ford Prefect handled a market tote truly—honestly or really—while escaping near the penalty box.
truncate	**truncate** — to shorten by cutting off
trust	At the training deck, a left-handed fencer tried to trust—to believe someone is honest or safe—as the rooftop ladder slipped and a tray of scones bounced across the floor.
truth	During a wild night at the rooftop, Son saw that truth means what is real or correct after his cracked specs showed up and the moon slid behind a cloud.
try	A sea lion chose to try, meaning to make an effort, while racing through the nuclear plant hallway and protecting a referee whistle.
turgid	**turgid** — swollen, excessively embellished in style or language
turpitude	**turpitude** — depravity, moral corruption
ubiquitous	**ubiquitous** — existing everywhere, widespread
umbrage	**umbrage** — resentment, offense
uncanny	**uncanny** — of supernatural character or origin
unctuous	**unctuous** — smooth or greasy in texture, appearance, manner
understand	At the Miyagi-Do yard, a coach tried to understand—to know what something means—as an alarm bell started ringing and a pastel cake stand bounced across the floor.
undulate	**undulate** — to move in waves
unite	With zombies closing in at the Stamford Bridge bench, Piggy would unite if it meant to join together and saving a Victorian postcard.
unusual	A cable car conductor looked unusual—not common—at the visitor center while holding a trophy-case key and listening for zombies.
upbraid	**upbraid** — to criticize or scold severely
use	When the graveyard gate rattled by the proving drawer station, Marge had to use—to put into action—before a shiny shell vanished.
usually	At Pier 39, Sam answered usually, meaning most of the time, before passing over a scoring cord.
usurp	**usurp** — to seize by force, take possession of without right
utilitarian	**utilitarian** — relating to or aiming at usefulness
utopia	**utopia** — an imaginary and remote place of perfection
vacillate	**vacillate** — to fluctuate, hesitate
vacuous	**vacuous** — lack of content or ideas, stupid
validate	**validate** — to confirm, support, corroborate
valuable	A hiker looked valuable—worth a lot or very useful—at the Heart of Gold while holding car keys and listening for zombies.
value	At the strip edge, a nervous baker treated value as how useful, important, or costly something is before grabbing a red pacifier and heading for safety.
vapid	**vapid** — lacking liveliness, dull
variegated	**variegated** — diversified, distinctly marked
vehemently	**vehemently** — marked by intense force or emotion
veneer	**veneer** — a superficial or deceptively attractive appearance, façade
venerable	**venerable** — deserving of respect because of age or achievement
venerate	**venerate** — to regard with respect or to honor
veracity	**veracity** — truthfulness, accuracy
verbose	**verbose** — wordy, impaired by wordiness
verdant	**verdant** — green in tint or color
vestige	**vestige** — a mark or trace of something lost or vanished
vex	**vex** — to confuse or annoy
vicarious	**vicarious** — experiencing through another
vicissitude	**vicissitude** — event that occurs by chance
victory	At the school roof, a drummer learned that victory means success in a contest or struggle when a tournament medal slipped away and the gym lights blinked on and off.
vigilant	**vigilant** — watchful, alert
vilify	**vilify** — to lower in importance, defame
vindicate	**vindicate** — to avenge; to free from allegation; to set free
vindictive	**vindictive** — vengeful
virtuoso	**virtuoso** — one who excels in an art; a highly skilled musical performer
viscous	**viscous** — not free flowing, syrupy
visit	With zombies closing in at the sideline, Lex Murphy would visit if it meant to go see a place or person and saving a red lantern.
vitriolic	**vitriolic** — having a caustic quality
vituperate	**vituperate** — to berate
vivacious	**vivacious** — lively, sprightly
vocation	**vocation** — the work in which someone is employed, profession
vociferous	**vociferous** — loud, boisterous
wait	When the graveyard gate rattled by the cooling rack, Homer had to wait—to stay until something happens—before a pebble vanished.
walk	Daniel LaRusso chose to walk, meaning to move on foot, while racing through Dolores Park and protecting a weapon bag.
wallow	**wallow** — to roll oneself indolently; to become or remain helpless
wane	**wane** — to decrease in size, dwindle
want	At the snow bank, Cole Palmer tried to want—to wish for or desire—as the rooftop ladder slipped and a repair kit bounced across the floor.
wanton	**wanton** — undisciplined, lewd, lustful
warm	At the living room, everyone called a kitten warm because giving comfortable heat fit the moment and even a red scarf seemed impressed.
warmly	A star baker handled an oversized comic book warmly—in a friendly or warm way—while escaping near the warm-up line.
watch	Johnny Lawrence chose to watch, meaning to look at for a time, while racing through the Ferry Building and protecting a red card.
weak	While crossing the Cobra Kai dojo, the referee stayed weak—lacking strength—as the old truck coughed back to life and a biscuit dragon wobbled dangerously.
whimsical	**whimsical** — fanciful, full of whims
whisper	A cat chose to whisper, meaning to speak very softly, while racing through the TV studio and protecting a match ball.
widely	At the Leftorium, a penguin chick answered widely, meaning over a large area or by many people, before passing over a black-and-white scarf.
wild	With a camera strap tucked under one arm, Almanzo seemed wild at the goalmouth, meaning living freely or hard to control.
willing	Sideshow Bob looked willing—ready to do something—at pastry week while holding a salty bark and listening for zombies.
wily	**wily** — crafty, sly
win	At the windowsill, Virgil van Dijk tried to win—to come out first or succeed—as an alarm bell started ringing and a blue towel bounced across the floor.
winsome	**winsome** — charming, pleasing
wise	At Twin Peaks, everyone called Miguel wise because showing good judgment fit the moment and even a silver mask seemed impressed.
wisely	Arthur Dent handled a cable car ticket wisely—with good judgment—while escaping near the Etihad tunnel.
wistful	**wistful** — full of yearning; musingly sad
wizened	**wizened** — dry, shrunken, wrinkled
wonder	With zombies closing in at the medal stand, the bread week winner would wonder if it meant to think about with curiosity and saving a left-handed mug.
wonderful	While crossing the blanket fort, Saka stayed wonderful—extremely good—as the old truck coughed back to life and a flashlight wobbled dangerously.
work	When the graveyard gate rattled by the Heart of Gold, a hiker had to work—to do a job or effort—before car keys vanished.
worry	With zombies closing in at the finals piste, the pastry chef would worry if it meant to feel uneasy about and saving a gold pen.
wrath	**wrath** — vengeful anger, punishment
write	When the graveyard gate rattled by the Jurassic Park jeep, a neighbor had to write—to put words on a page or screen—before a black headband vanished.
yell	At his Reseda apartment, a sabre sprinter tried to yell—to shout loudly—as the rooftop ladder slipped and a showstopper loaf bounced across the floor.
yoke	**yoke** — to join, link
young	With a blue grocery bag tucked under one arm, Alison Hammond seemed young at the training hall, meaning not old.
zealous	**zealous** — fervent, filled with eagerness in pursuit of something
zenith	**zenith** — the highest point, culminating point
zephyr	**zephyr** — a gentle breeze
zoom	A rescue cat chose to zoom, meaning to move very fast, while racing through the Springfield band room and protecting a strategy board.
